Date,Time,DryBulbCelsius,DryBulbFarenheit
20160315,1835,13,55
20160315,1855,12,54
20160315,1915,10,50
20160315,1935,10,50
20160315,1955,9,48
20160315,2015,9,48
20160315,2035,8,46
20160315,2055,7,45
20160315,2115,8,46
20160315,2135,8,46
20160315,2155,8,46
20160315,2215,8,46
20160315,2235,8,46
20160315,2255,8,46
20160315,2315,8,46
20160315,2335,7,45
20160315,2355,7,45
20160316,15,7,45
20160316,35,5,41
20160316,55,5,41
20160316,115,6,43
20160316,135,5,41
20160316,155,7,45
20160316,215,5,41
20160316,235,5,41
20160316,255,4,39
20160316,315,4,39
20160316,335,4,39
20160316,355,4,39
20160316,415,5,41
20160316,435,4,39
20160316,455,4,39
20160316,515,3,37
20160316,535,4,39
20160316,555,4,39
20160316,615,4,39
20160316,635,4,39
20160316,655,5,41
20160316,715,7,45
20160316,735,8,46
20160316,755,8,46
20160316,815,9,48
20160316,835,10,50
20160316,855,10,50
20160316,915,12,54
20160316,935,13,55
20160316,955,14,57
20160316,1015,15,59
20160316,1035,15,59
20160316,1055,17,63
20160316,1115,17,63
20160316,1715,19,66
20160316,1735,18,64
20160316,1755,17,63
20160316,1815,16,61
20160316,1835,15,59
20160316,1855,13,55
20160316,1915,13,55
20160316,1935,13,55
20160316,1955,11,52
20160316,2015,10,50
20160316,2035,10,50
20160316,2055,10,50
20160316,2115,9,48
20160316,2135,10,50
20160316,2155,10,50
20160316,2215,10,50
20160316,2235,9,48
20160316,2255,9,48
20160316,2315,8,46
20160316,2335,8,46
20160316,2355,8,46
20160317,15,8,46
20160317,35,8,46
20160317,55,7,45
20160317,115,7,45
20160317,135,6,43
20160317,155,6,43
20160317,215,6,43
20160317,235,7,45
20160317,255,5,41
20160317,315,5,41
20160317,335,5,41
20160317,355,5,41
20160317,415,5,41
20160317,435,5,41
20160317,455,5,41
20160317,515,5,41
20160317,535,5,41
20160317,555,6,43
20160317,615,6,43
20160317,635,5,41
20160317,655,6,43
20160317,715,7,45
20160317,735,9,48
20160317,755,10,50
20160317,815,10,50
20160317,835,12,54
20160317,855,13,55
20160317,915,14,57
20160317,935,15,59
20160317,955,16,61
20160317,1015,18,64
20160317,1035,18,64
20160317,1055,19,66
20160317,1115,19,66
20160317,1135,20,68
20160317,1155,20,68
20160317,1215,20,68
20160317,1235,21,70
20160317,1255,21,70
20160317,1315,22,72
20160317,1335,22,72
20160317,1355,22,72
20160317,1415,23,73
20160317,1435,23,73
20160317,1455,23,73
20160317,1515,23,73
20160317,1535,23,73
20160317,1555,23,73
20160317,1615,23,73
20160317,1635,22,72
20160317,1655,21,70
20160317,1715,20,68
20160317,1735,18,64
20160317,1755,18,64
20160317,1815,16,61
20160317,1835,15,59
20160317,1855,13,55
20160317,1915,12,54
20160317,1935,12,54
20160317,1955,12,54
20160317,2015,12,54
20160317,2035,11,52
20160317,2055,11,52
20160317,2115,11,52
20160317,2135,10,50
20160317,2155,10,50
20160317,2215,10,50
20160317,2235,10,50
20160317,2255,10,50
20160317,2315,10,50
20160317,2335,10,50
20160317,2355,10,50
20160318,15,10,50
20160318,35,10,50
20160318,55,10,50
20160318,115,10,50
20160318,135,10,50
20160318,155,10,50
20160318,215,10,50
20160318,235,10,50
20160318,255,10,50
20160318,315,10,50
20160318,335,10,50
20160318,355,10,50
20160318,415,10,50
20160318,435,10,50
20160318,455,10,50
20160318,515,10,50
20160318,535,10,50
20160318,555,10,50
20160318,615,10,50
20160318,635,10,50
20160318,655,10,50
20160318,715,10,50
20160318,735,10,50
20160318,755,10,50
20160318,815,11,52
20160318,835,11,52
20160318,855,11,52
20160318,915,12,54
20160318,935,12,54
20160318,955,12,54
20160318,1015,13,55
20160318,1035,13,55
20160318,1055,13,55
20160318,1115,13,55
20160318,1135,13,55
20160318,1155,14,57
20160318,1215,14,57
20160318,1235,15,59
20160318,1255,15,59
20160318,1315,16,61
20160318,1335,17,63
20160318,1355,17,63
20160318,1415,18,64
20160318,1435,18,64
20160318,1455,17,63
20160318,1515,16,61
20160318,1535,15,59
20160318,1555,15,59
20160318,1615,14,57
20160318,1635,14,57
20160318,1655,13,55
20160318,1715,13,55
20160318,1735,13,55
20160318,1755,12,54
20160318,1815,12,54
20160318,1835,12,54
20160318,1855,11,52
20160318,1915,11,52
20160318,1935,10,50
20160318,1955,10,50
20160318,2015,10,50
20160318,2035,10,50
20160318,2055,10,50
20160318,2115,10,50
20160318,2135,9,48
20160318,2155,10,50
20160318,2215,10,50
20160318,2235,11,52
20160318,2255,11,52
20160318,2315,12,54
20160318,2335,12,54
20160318,2355,12,54
20160319,15,12,54
20160319,35,12,54
20160319,55,12,54
20160319,115,12,54
20160319,135,12,54
20160319,155,12,54
20160319,215,12,54
20160319,235,12,54
20160319,255,12,54
20160319,315,12,54
20160319,335,11,52
20160319,355,11,52
20160319,415,11,52
20160319,435,11,52
20160319,455,11,52
20160319,515,11,52
20160319,535,11,52
20160319,555,11,52
20160319,615,11,52
20160319,635,11,52
20160319,655,11,52
20160319,715,11,52
20160319,735,11,52
20160319,755,12,54
20160319,815,12,54
20160319,835,12,54
20160319,855,12,54
20160319,915,13,55
20160319,935,14,57
20160319,955,14,57
20160319,1015,15,59
20160319,1035,16,61
20160319,1055,16,61
20160319,1115,17,63
20160319,1135,17,63
20160319,1155,17,63
20160319,1215,18,64
20160319,1235,18,64
20160319,1255,18,64
20160319,1315,18,64
20160319,1335,18,64
20160319,1355,18,64
20160319,1415,18,64
20160319,1435,18,64
20160319,1455,18,64
20160319,1515,18,64
20160319,1535,18,64
20160319,1555,17,63
20160319,1615,17,63
20160319,1635,17,63
20160319,1655,17,63
20160319,1715,16,61
20160319,1735,15,59
20160319,1755,15,59
20160319,1815,15,59
20160319,1835,14,57
20160319,1855,14,57
20160319,1915,13,55
20160319,1935,13,55
20160319,1955,12,54
20160319,2015,12,54
20160319,2035,13,55
20160319,2055,12,54
20160319,2115,12,54
20160319,2135,11,52
20160319,2155,12,54
20160319,2215,12,54
20160319,2235,12,54
20160319,2255,12,54
20160319,2315,12,54
20160319,2335,13,55
20160319,2355,13,55
20160320,15,13,55
20160320,35,12,54
20160320,55,11,52
20160320,115,11,52
20160320,135,11,52
20160320,155,11,52
20160320,215,11,52
20160320,235,9,48
20160320,255,9,48
20160320,315,9,48
20160320,335,9,48
20160320,355,9,48
20160320,415,10,50
20160320,435,10,50
20160320,455,10,50
20160320,515,11,52
20160320,535,12,54
20160320,555,12,54
20160320,615,12,54
20160320,635,12,54
20160320,655,13,55
20160320,715,13,55
20160320,735,13,55
20160320,755,13,55
20160320,815,13,55
20160320,835,13,55
20160320,855,13,55
20160320,915,13,55
20160320,935,13,55
20160320,955,13,55
20160320,1015,13,55
20160320,1035,13,55
20160320,1055,14,57
20160320,1115,14,57
20160320,1135,14,57
20160320,1155,14,57
20160320,1215,14,57
20160320,1235,15,59
20160320,1255,15,59
20160320,1315,15,59
20160320,1335,15,59
20160320,1355,15,59
20160320,1415,15,59
20160320,1435,15,59
20160320,1455,15,59
20160320,1515,15,59
20160320,1535,15,59
20160320,1555,15,59
20160320,1615,15,59
20160320,1635,15,59
20160320,1655,15,59
20160320,1715,15,59
20160320,1735,15,59
20160320,1755,14,57
20160320,1815,14,57
20160320,1835,13,55
20160320,1855,13,55
20160320,1915,12,54
20160320,1935,12,54
20160320,1955,11,52
20160320,2015,10,50
20160320,2035,9,48
20160320,2055,9,48
20160320,2115,9,48
20160320,2135,9,48
20160320,2155,9,48
20160320,2215,8,46
20160320,2235,8,46
20160320,2255,8,46
20160320,2315,8,46
20160320,2335,8,46
20160320,2355,8,46
20160321,15,8,46
20160321,35,8,46
20160321,55,8,46
20160321,115,8,46
20160321,135,8,46
20160321,155,8,46
20160321,215,8,46
20160321,235,8,46
20160321,255,8,46
20160321,315,8,46
20160321,335,8,46
20160321,355,9,48
20160321,415,9,48
20160321,435,9,48
20160321,455,9,48
20160321,515,9,48
20160321,535,10,50
20160321,555,10,50
20160321,615,11,52
20160321,635,12,54
20160321,655,12,54
20160321,715,12,54
20160321,735,12,54
20160321,755,13,55
20160321,815,13,55
20160321,835,13,55
20160321,855,13,55
20160321,915,13,55
20160321,935,13,55
20160321,955,13,55
20160321,1015,13,55
20160321,1035,14,57
20160321,1055,15,59
20160321,1115,15,59
20160321,1135,13,55
20160321,1155,13,55
20160321,1215,15,59
20160321,1235,15,59
20160321,1255,15,59
20160321,1315,16,61
20160321,1335,15,59
20160321,1355,12,54
20160321,1415,12,54
20160321,1435,13,55
20160321,1455,14,57
20160321,1515,13,55
20160321,1535,14,57
20160321,1555,14,57
20160321,1615,14,57
20160321,1635,14,57
20160321,1655,13,55
20160321,1715,14,57
20160321,1735,13,55
20160321,1755,12,54
20160321,1815,12,54
20160321,1835,10,50
20160321,1855,10,50
20160321,1915,10,50
20160321,1935,9,48
20160321,1955,8,46
20160321,2015,8,46
20160321,2035,8,46
20160321,2055,8,46
20160321,2115,8,46
20160321,2135,8,46
20160321,2215,8,46
20160321,2315,9,48
20160321,2335,8,46
20160321,2355,7,45
20160322,15,7,45
20160322,35,7,45
20160322,55,5,41
20160322,115,5,41
20160322,135,7,45
20160322,215,5,41
20160322,235,5,41
20160322,255,4,39
20160322,315,4,39
20160322,335,4,39
20160322,1135,14,57
20160322,1155,15,59
20160322,1215,15,59
20160322,1235,15,59
20160322,1255,16,61
20160322,1315,16,61
20160322,1335,15,59
20160322,1355,16,61
20160322,1415,15,59
20160322,1435,15,59
20160322,1455,15,59
20160322,1515,15,59
20160322,1535,15,59
20160322,1555,15,59
20160322,1615,15,59
20160322,1635,14,57
20160322,1655,14,57
20160322,1715,14,57
20160322,1735,13,55
20160322,1755,13,55
20160322,1815,12,54
20160322,1835,12,54
20160322,1855,11,52
20160322,1915,10,50
20160322,1935,10,50
20160322,1955,10,50
20160322,2015,10,50
20160322,2035,9,48
20160322,2055,9,48
20160322,2115,8,46
20160322,2135,8,46
20160322,2155,8,46
20160322,2215,8,46
20160322,2235,7,45
20160322,2255,8,46
20160322,2315,8,46
20160322,2335,8,46
20160322,2355,8,46
20160323,15,8,46
20160323,35,7,45
20160323,55,5,41
20160323,115,6,43
20160323,135,5,41
20160323,155,5,41
20160323,215,5,41
20160323,235,4,39
20160323,255,4,39
20160323,1115,16,61
20160323,1135,17,63
20160323,1155,18,64
20160323,1215,18,64
20160323,1235,18,64
20160323,1255,18,64
20160323,1315,18,64
20160323,1335,19,66
20160323,1355,18,64
20160323,1415,18,64
20160323,1435,17,63
20160323,1455,17,63
20160323,1515,17,63
20160323,1535,17,63
20160323,1555,16,61
20160323,1615,16,61
20160323,1635,16,61
20160323,1715,15,59
20160323,1735,15,59
20160323,1755,15,59
20160323,1815,13,55
20160323,1835,13,55
20160323,1855,12,54
20160323,1915,12,54
20160323,1935,10,50
20160323,1955,10,50
20160323,2015,9,48
20160323,2055,9,48
20160323,2115,9,48
20160323,2135,9,48
20160323,2155,8,46
20160323,2215,8,46
20160323,2235,8,46
20160323,2255,9,48
20160323,2315,8,46
20160323,2335,8,46
20160323,2355,7,45
20160324,35,8,46
20160324,55,8,46
20160324,115,8,46
20160324,135,8,46
20160324,155,8,46
20160324,215,8,46
20160324,235,8,46
20160324,255,8,46
20160324,315,8,46
20160324,335,8,46
20160324,415,8,46
20160324,435,8,46
20160324,455,8,46
20160324,515,7,45
20160324,535,7,45
20160324,555,8,46
20160324,615,8,46
20160324,635,8,46
20160324,655,8,46
20160324,715,9,48
20160324,735,10,50
20160324,755,11,52
20160324,815,12,54
20160324,835,13,55
20160324,855,13,55
20160324,915,14,57
20160324,935,15,59
20160324,955,15,59
20160324,1015,16,61
20160324,1035,17,63
20160324,1055,18,64
20160324,1115,18,64
20160324,1135,19,66
20160324,1155,19,66
20160324,1215,19,66
20160324,1235,19,66
20160324,1255,19,66
20160324,1315,18,64
20160324,1335,18,64
20160324,1355,19,66
20160324,1415,18,64
20160324,1435,18,64
20160324,1455,18,64
20160324,1515,18,64
20160324,1535,17,63
20160324,1555,17,63
20160324,1615,17,63
20160324,1635,17,63
20160324,1655,16,61
20160324,1715,15,59
20160324,1735,14,57
20160324,1755,14,57
20160324,1815,13,55
20160324,1835,13,55
20160324,1855,12,54
20160324,1915,12,54
20160324,1935,12,54
20160324,1955,10,50
20160324,2015,10,50
20160324,2035,10,50
20160324,2055,10,50
20160324,2115,9,48
20160324,2135,9,48
20160324,2155,8,46
20160324,2215,8,46
20160324,2235,9,48
20160324,2255,9,48
20160324,2315,9,48
20160324,2335,9,48
20160324,2355,9,48
20160325,15,9,48
20160325,35,9,48
20160325,55,8,46
20160325,115,9,48
20160325,135,8,46
20160325,155,8,46
20160325,215,8,46
20160325,235,7,45
20160325,255,7,45
20160325,315,7,45
20160325,335,8,46
20160325,355,7,45
20160325,415,6,43
20160325,435,7,45
20160325,455,6,43
20160325,515,6,43
20160325,535,5,41
20160325,555,5,41
20160325,615,5,41
20160325,635,7,45
20160325,655,7,45
20160325,715,9,48
20160325,735,10,50
20160325,755,10,50
20160325,815,11,52
20160325,835,12,54
20160325,855,13,55
20160325,915,14,57
20160325,935,14,57
20160325,955,15,59
20160325,1015,15,59
20160325,1035,17,63
20160325,1055,17,63
20160325,1115,18,64
20160325,1135,18,64
20160325,1155,19,66
20160325,1215,18,64
20160325,1235,19,66
20160325,1255,19,66
20160325,1315,19,66
20160325,1335,19,66
20160325,1355,19,66
20160325,1415,19,66
20160325,1435,19,66
20160325,1455,18,64
20160325,1515,18,64
20160325,1535,19,66
20160325,1555,19,66
20160325,1615,18,64
20160325,1635,18,64
20160325,1655,17,63
20160325,1715,17,63
20160325,1735,16,61
20160325,1755,15,59
20160325,1815,14,57
20160325,1835,14,57
20160325,1855,13,55
20160325,1915,13,55
20160325,1935,12,54
20160325,1955,12,54
20160325,2015,12,54
20160325,2035,11,52
20160325,2055,11,52
20160325,2115,10,50
20160325,2135,10,50
20160325,2155,10,50
20160325,2215,10,50
20160325,2235,10,50
20160325,2255,10,50
20160325,2315,10,50
20160325,2335,9,48
20160325,2355,10,50
20160326,15,9,48
20160326,35,10,50
20160326,55,10,50
20160326,115,9,48
20160326,135,9,48
20160326,155,9,48
20160326,215,9,48
20160326,235,9,48
20160326,255,9,48
20160326,315,10,50
20160326,335,10,50
20160326,355,10,50
20160326,415,9,48
20160326,435,9,48
20160326,455,9,48
20160326,515,9,48
20160326,535,8,46
20160326,555,8,46
20160326,615,8,46
20160326,635,8,46
20160326,655,9,48
20160326,715,10,50
20160326,735,11,52
20160326,755,12,54
20160326,815,13,55
20160326,835,14,57
20160326,855,14,57
20160326,915,15,59
20160326,935,16,61
20160326,955,17,63
20160326,1015,17,63
20160326,1035,18,64
20160326,1055,18,64
20160326,1115,19,66
20160326,1135,19,66
20160326,1155,19,66
20160326,1215,20,68
20160326,1235,20,68
20160326,1255,20,68
20160326,1315,20,68
20160326,1335,20,68
20160326,1355,19,66
20160326,1415,19,66
20160326,1435,19,66
20160326,1455,19,66
20160326,1515,19,66
20160326,1535,18,64
20160326,1555,18,64
20160326,1615,17,63
20160326,1635,17,63
20160326,1655,17,63
20160326,1715,17,63
20160326,1735,15,59
20160326,1755,15,59
20160326,1815,14,57
20160326,1835,14,57
20160326,1855,13,55
20160326,1915,13,55
20160326,1935,13,55
20160326,1955,13,55
20160326,2015,13,55
20160326,2035,12,54
20160326,2055,12,54
20160326,2115,12,54
20160326,2135,12,54
20160326,2155,12,54
20160326,2215,12,54
20160326,2235,12,54
20160326,2255,12,54
20160326,2315,12,54
20160326,2335,11,52
20160326,2355,11,52
20160327,15,11,52
20160327,35,10,50
20160327,55,10,50
20160327,115,10,50
20160327,135,10,50
20160327,155,10,50
20160327,215,10,50
20160327,235,9,48
20160327,255,9,48
20160327,315,9,48
20160327,335,9,48
20160327,355,8,46
20160327,415,9,48
20160327,435,9,48
20160327,455,9,48
20160327,515,9,48
20160327,535,9,48
20160327,555,9,48
20160327,615,9,48
20160327,635,9,48
20160327,655,9,48
20160327,715,10,50
20160327,735,11,52
20160327,755,12,54
20160327,815,12,54
20160327,835,13,55
20160327,855,13,55
20160327,915,14,57
20160327,935,14,57
20160327,955,15,59
20160327,1015,15,59
20160327,1035,16,61
20160327,1055,17,63
20160327,1115,17,63
20160327,1135,17,63
20160327,1155,17,63
20160327,1215,17,63
20160327,1235,18,64
20160327,1255,18,64
20160327,1310,17,63
20160327,1335,17,63
20160327,1355,17,63
20160327,1415,17,63
20160327,1435,17,63
20160327,1455,17,63
20160327,1515,16,61
20160327,1535,16,61
20160327,1555,15,59
20160327,1615,15,59
20160327,1635,15,59
20160327,1655,14,57
20160327,1715,14,57
20160327,1735,13,55
20160327,1755,13,55
20160327,1815,12,54
20160327,1835,12,54
20160327,1855,11,52
20160327,1915,11,52
20160327,1935,11,52
20160327,1955,10,50
20160327,2015,10,50
20160327,2035,9,48
20160327,2055,9,48
20160327,2115,9,48
20160327,2135,8,46
20160327,2155,8,46
20160327,2215,9,48
20160327,2235,8,46
20160327,2255,8,46
20160327,2315,8,46
20160327,2335,7,45
20160327,2355,7,45
20160328,15,7,45
20160328,35,7,45
20160328,55,7,45
20160328,115,7,45
20160328,135,7,45
20160328,155,7,45
20160328,215,7,45
20160328,235,6,43
20160328,255,6,43
20160328,315,5,41
20160328,335,5,41
20160328,355,5,41
20160328,415,5,41
20160328,435,5,41
20160328,455,5,41
20160328,515,5,41
20160328,535,4,39
20160328,555,4,39
20160328,615,5,41
20160328,635,5,41
20160328,655,6,43
20160328,715,7,45
20160328,735,8,46
20160328,755,9,48
20160328,815,9,48
20160328,835,10,50
20160328,855,10,50
20160328,915,11,52
20160328,935,12,54
20160328,955,12,54
20160328,1015,12,54
20160328,1035,13,55
20160328,1055,13,55
20160328,1115,14,57
20160328,1135,14,57
20160328,1155,14,57
20160328,1215,15,59
20160328,1235,15,59
20160328,1255,15,59
20160328,1315,15,59
20160328,1335,15,59
20160328,1355,15,59
20160328,1415,15,59
20160328,1435,15,59
20160328,1455,14,57
20160328,1515,13,55
20160328,1535,12,54
20160328,1555,13,55
20160328,1615,14,57
20160328,1635,13,55
20160328,1655,13,55
20160328,1715,13,55
20160328,1735,13,55
20160328,1755,12,54
20160328,1815,11,52
20160328,1835,10,50
20160328,1855,9,48
20160328,1915,8,46
20160328,1935,8,46
20160328,1955,8,46
20160328,2015,8,46
20160328,2035,8,46
20160328,2055,7,45
20160328,2115,8,46
20160328,2135,9,48
20160328,2155,7,45
20160328,2215,7,45
20160328,2235,7,45
20160328,2255,7,45
20160328,2315,7,45
20160328,2335,7,45
20160328,2355,6,43
20160329,15,6,43
20160329,35,6,43
20160329,55,5,41
20160329,115,5,41
20160329,135,5,41
20160329,155,5,41
20160329,215,5,41
20160329,235,5,41
20160329,255,5,41
20160329,315,4,39
20160329,335,4,39
20160329,355,4,39
20160329,415,4,39
20160329,435,4,39
20160329,455,3,37
20160329,515,3,37
20160329,535,3,37
20160329,555,3,37
20160329,615,3,37
20160329,635,3,37
20160329,655,4,39
20160329,715,5,41
20160329,735,7,45
20160329,755,8,46
20160329,815,9,48
20160329,835,9,48
20160329,855,10,50
20160329,915,12,54
20160329,935,12,54
20160329,955,13,55
20160329,1015,13,55
20160329,1035,14,57
20160329,1055,15,59
20160329,1115,15,59
20160329,1135,16,61
20160329,1155,16,61
20160329,1215,17,63
20160329,1235,17,63
20160329,1255,17,63
20160329,1315,17,63
20160329,1335,17,63
20160329,1355,17,63
20160329,1415,17,63
20160329,1435,17,63
20160329,1455,17,63
20160329,1515,17,63
20160329,1535,17,63
20160329,1555,16,61
20160329,1615,15,59
20160329,1635,15,59
20160329,1655,15,59
20160329,1715,15,59
20160329,1735,14,57
20160329,1755,14,57
20160329,1815,13,55
20160329,1835,12,54
20160329,1855,12,54
20160329,1915,10,50
20160329,1935,9,48
20160329,1955,8,46
20160329,2015,8,46
20160329,2035,8,46
20160329,2055,8,46
20160329,2115,8,46
20160329,2135,8,46
20160329,2155,8,46
20160329,2215,7,45
20160329,2235,8,46
20160329,2255,7,45
20160329,2315,7,45
20160329,2335,7,45
20160329,2355,5,41
20160330,15,6,43
20160330,35,5,41
20160330,55,7,45
20160330,115,8,46
20160330,135,8,46
20160330,155,8,46
20160330,215,8,46
20160330,235,8,46
20160330,255,8,46
20160330,315,8,46
20160330,335,8,46
20160330,355,8,46
20160330,415,8,46
20160330,435,8,46
20160330,455,8,46
20160330,515,8,46
20160330,535,8,46
20160330,555,8,46
20160330,615,8,46
20160330,635,8,46
20160330,655,8,46
20160330,715,8,46
20160330,735,8,46
20160330,755,8,46
20160330,815,9,48
20160330,835,9,48
20160330,855,10,50
20160330,915,11,52
20160330,935,12,54
20160330,955,12,54
20160330,1015,13,55
20160330,1035,14,57
20160330,1055,15,59
20160330,1115,15,59
20160330,1135,16,61
20160330,1155,16,61
20160330,1215,16,61
20160330,1235,16,61
20160330,1255,16,61
20160330,1315,15,59
20160330,1335,15,59
20160330,1615,14,57
20160330,1635,14,57
20160330,1655,14,57
20160330,1715,13,55
20160330,1735,13,55
20160330,1755,12,54
20160330,1815,12,54
20160330,1835,11,52
20160330,1855,10,50
20160330,1915,10,50
20160330,1935,10,50
20160330,1955,9,48
20160330,2015,9,48
20160330,2035,9,48
20160330,2055,9,48
20160330,2115,10,50
20160330,2135,9,48
20160330,2155,9,48
20160330,2215,9,48
20160330,2235,10,50
20160330,2255,10,50
20160330,2315,10,50
20160330,2335,10,50
20160330,2355,10,50
20160331,15,10,50
20160331,35,10,50
20160331,55,10,50
20160331,115,10,50
20160331,135,10,50
20160331,155,11,52
20160331,215,11,52
20160331,235,11,52
20160331,255,11,52
20160331,315,11,52
20160331,335,10,50
20160331,355,10,50
20160331,415,10,50
20160331,435,10,50
20160331,455,10,50
20160331,515,10,50
20160331,535,10,50
20160331,555,10,50
20160331,615,10,50
20160331,635,10,50
20160331,655,10,50
20160331,715,10,50
20160331,735,10,50
20160331,755,10,50
20160331,815,10,50
20160331,835,10,50
20160331,855,11,52
20160331,915,12,54
20160331,935,12,54
20160331,2255,8,46
20160331,2315,8,46
20160331,2335,8,46
20160331,2355,8,46